fixselect,tax_1,tax_2,tax_3,tax_4,tax_5,tax_6,tax_7,tax_8,tax_bar,names(parsr),nam_1,nam_2,nam_3,nam_4,nam_5,nam_6,nam_7,nam_8,tax_fill
096589592_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,096589592,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
086760942_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,086760942,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
086834628_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,086834628,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190622239_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,190622239,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190546572_Cyanobacteria_Unknown_Nostocales_Rivulariaceae_Calothrix_BLAST,190546572,Cyanobacteria,Unknown,Nostocales,Rivulariaceae,Calothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190749961_Cyanobacteria_Unknown_Nostocales_Tolypothrichaceae_Tolypothrix_BLAST,190749961,Cyanobacteria,Unknown,Nostocales,Tolypothrichaceae,Tolypothrix,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
089092091_Cyanobacteria_Unknown_Nostocales_Aphanizomenonaceae_Nodularia_BLAST,089092091,Cyanobacteria,Unknown,Nostocales,Aphanizomenonaceae,Nodularia,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
TVP63786_Cyanobacteria_Unknown_Nostocales_Aphanizomenonaceae_Nodularia_BLAST,TVP63786,Cyanobacteria,Unknown,Nostocales,Aphanizomenonaceae,Nodularia,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79563_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,AVH79563,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79556_Unknown_Unknown_Unknown_Unknown_Stigonema_BLAST,AVH79556,Unknown,Unknown,Unknown,Unknown,Stigonema,BLAST,NA,Stigonema,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stigonema
066424366_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Anabaena_BLAST,066424366,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Anabaena,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
012597839_Cyanobacteria_Unknown_Chroococcales_Aphanothecaceae_Gloeothece_BLAST,012597839,Cyanobacteria,Unknown,Chroococcales,Aphanothecaceae,Gloeothece,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
124970197_Cyanobacteria_Unknown_Chroococcales_Aphanothecaceae_Aphanothece_BLAST,124970197,Cyanobacteria,Unknown,Chroococcales,Aphanothecaceae,Aphanothece,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79522_Cyanobacteria_Unknown_Synechococcales_Synechococcaceae_Synechococcus_BLAST,AVH79522,Cyanobacteria,Unknown,Synechococcales,Synechococcaceae,Synechococcus,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
008273927_Cyanobacteria_Unknown_Chroococcales_Aphanothecaceae_Crocosphaera_BLAST,008273927,Cyanobacteria,Unknown,Chroococcales,Aphanothecaceae,Crocosphaera,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
107668004_Cyanobacteria_Unknown_Oscillatoriales_Cyanothecaceae_Cyanothece_BLAST,107668004,Cyanobacteria,Unknown,Oscillatoriales,Cyanothecaceae,Cyanothece,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
012595956_Cyanobacteria_Unknown_Chroococcales_Aphanothecaceae_Rippkaea_BLAST,012595956,Cyanobacteria,Unknown,Chroococcales,Aphanothecaceae,Rippkaea,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
015784682_Cyanobacteria_Unknown_Chroococcales_Aphanothecaceae_Rippkaea_BLAST,015784682,Cyanobacteria,Unknown,Chroococcales,Aphanothecaceae,Rippkaea,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79646_Cyanobacteria_Unknown_Nostocales_Nostocaceae_Nostoc_BLAST,AVH79646,Cyanobacteria,Unknown,Nostocales,Nostocaceae,Nostoc,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
TRV09216_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,TRV09216,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
158198716_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,158198716,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79685_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,AVH79685,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
TRT83686_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,TRT83686,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
TRU85126_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,TRU85126,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
TRU70953_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,TRU70953,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
149987412_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,149987412,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79674_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,AVH79674,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
TRT60572_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,TRT60572,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
REJ39280_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,REJ39280,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
190356734_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,190356734,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
104395453_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,104395453,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
149976194_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,149976194,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
147070052_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,147070052,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
TRT84557_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,TRT84557,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
045358587_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,045358587,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AKV70447_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,AKV70447,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
002768129_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,002768129,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
TRT76599_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,TRT76599,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
AVH79679_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,AVH79679,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
151695515_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,151695515,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
110580163_Cyanobacteria_Unknown_Chroococcales_Microcystaceae_Microcystis_BLAST,110580163,Cyanobacteria,Unknown,Chroococcales,Microcystaceae,Microcystis,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
042892992_Proteobacteria_Alphaproteobacteria_Rickettsiales_Anaplasmataceae_Anaplasma_BLAST,042892992,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,BLAST,NA,Alphaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alphaproteobacteria
019501033_Cyanobacteria_Unknown_Synechococcales_Pseudanabaenaceae_Pseudanabaena_BLAST,019501033,Cyanobacteria,Unknown,Synechococcales,Pseudanabaenaceae,Pseudanabaena,BLAST,NA,Cyanobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria
TNE44299_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,TNE44299,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
002708735_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thiothrix_characterized,002708735,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,characterized,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
PIE01371_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thiothrix_BLAST,PIE01371,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
020559451_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiofilaceae_Thiofilum_BLAST,020559451,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiofilaceae,Thiofilum,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
093067676_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thiothrix_BLAST,093067676,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
QLQ34213_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thiothrix_BLAST,QLQ34213,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
PID49182_Unknown_Unknown_Unknown_Unknown_Proteobacteria_BLAST,PID49182,Unknown,Unknown,Unknown,Unknown,Proteobacteria,BLAST,NA,Proteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteobacteria
TXH66442_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thiothrix_BLAST,TXH66442,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
078922327_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thiothrix_BLAST,078922327,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
TXH61024_Proteobacteria_Gammaproteobacteria_Thiotrichales_Thiotrichaceae_Thiothrix_BLAST,TXH61024,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,BLAST,NA,Gammaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gammaproteobacteria
055751175_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_BLAST,055751175,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
011604154_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_characterized,011604154,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,characterized,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
044888631_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_BLAST,044888631,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
055410774_Unknown_Unknown_Unknown_Unknown_unclassified_BLAST,055410774,Unknown,Unknown,Unknown,Unknown,unclassified,BLAST,NA,unclassified,WP_055410774.1 MULTISPECIES: radical SAM protein [unclassified Frankia],WP_055410774.1,MULTISPECIES:,radical,SAM,protein,[unclassified,Frankia],NA,NA
KJE19492_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_BLAST,KJE19492,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
KQM01938_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_BLAST,KQM01938,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
SNQ49294_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_BLAST,SNQ49294,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
101832817_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_BLAST,101832817,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
013427733_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_BLAST,013427733,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
007512442_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_BLAST,007512442,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
076819073_Actinobacteria_Actinobacteria_Frankiales_Frankiaceae_Frankia_BLAST,076819073,Actinobacteria,Actinobacteria,Frankiales,Frankiaceae,Frankia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
170192256_Actinobacteria_Actinobacteria_Corynebacteriales_Gordoniaceae_Gordonia_BLAST,170192256,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
BBZ46164_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_BLAST,BBZ46164,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
085271054_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_BLAST,085271054,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
ORW52044_Actinobacteria_Actinobacteria_Corynebacteriales_Mycobacteriaceae_Mycobacterium_BLAST,ORW52044,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,BLAST,NA,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Actinobacteria
089406887_Acidobacteria_Acidobacteriia_Acidobacteriales_Acidobacteriaceae_Granulicella_BLAST,089406887,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Granulicella,BLAST,NA,Acidobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acidobacteria
TAK18669_Unknown_Unknown_Unknown_Unknown_Myxococcaceae_BLAST,TAK18669,Unknown,Unknown,Unknown,Unknown,Myxococcaceae,BLAST,NA,Myxococcaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myxococcaceae
TAK18667_Unknown_Unknown_Unknown_Unknown_Myxococcaceae_BLAST,TAK18667,Unknown,Unknown,Unknown,Unknown,Myxococcaceae,BLAST,NA,Myxococcaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myxococcaceae
006969608_Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_Plesiocystis_PFAM,006969608,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,PFAM,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
052559162_Proteobacteria_Deltaproteobacteria_Myxococcales_No_family_Enhygromyxa_BLAST,052559162,Proteobacteria,Deltaproteobacteria,Myxococcales,No,family,Enhygromyxa,BLAST,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
106094719_Proteobacteria_Deltaproteobacteria_Myxococcales_No_family_Enhygromyxa_BLAST,106094719,Proteobacteria,Deltaproteobacteria,Myxococcales,No,family,Enhygromyxa,BLAST,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
136927540_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Polyangium_BLAST,136927540,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
RYE82303_Unknown_Unknown_Unknown_Unknown_Myxococcales_BLAST,RYE82303,Unknown,Unknown,Unknown,Unknown,Myxococcales,BLAST,NA,Myxococcales,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myxococcales
PZN17789_Unknown_Unknown_Unknown_Unknown_Proteobacteria_BLAST,PZN17789,Unknown,Unknown,Unknown,Unknown,Proteobacteria,BLAST,NA,Proteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteobacteria
PZN23790_Unknown_Unknown_Unknown_Unknown_Proteobacteria_BLAST,PZN23790,Unknown,Unknown,Unknown,Unknown,Proteobacteria,BLAST,NA,Proteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Proteobacteria
RYZ08153_Unknown_Unknown_Unknown_Unknown_Myxococcales_BLAST,RYZ08153,Unknown,Unknown,Unknown,Unknown,Myxococcales,BLAST,NA,Myxococcales,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myxococcales
157068928_Proteobacteria_Deltaproteobacteria_Myxococcales_Sandaracinaceae_Sandaracinus_BLAST,157068928,Proteobacteria,Deltaproteobacteria,Myxococcales,Sandaracinaceae,Sandaracinus,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
RZO64843_Unknown_Unknown_Unknown_Unknown_Sandaracinaceae_BLAST,RZO64843,Unknown,Unknown,Unknown,Unknown,Sandaracinaceae,BLAST,NA,Sandaracinaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sandaracinaceae
RLB52627_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,RLB52627,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
146650519_Proteobacteria_Deltaproteobacteria_Myxococcales_Labilitrichaceae_Labilithrix_BLAST,146650519,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
RLB48088_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,RLB48088,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
OQX68726_Unknown_Unknown_Unknown_Unknown_Sorangiineae_BLAST,OQX68726,Unknown,Unknown,Unknown,Unknown,Sorangiineae,BLAST,NA,Sorangiineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sorangiineae
169928234_Proteobacteria_Deltaproteobacteria_Myxococcales_Labilitrichaceae_Labilithrix_BLAST,169928234,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
OQB08815_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,OQB08815,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
170320002_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Polyangium_BLAST,170320002,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
TNE87902_Unknown_Unknown_Unknown_Unknown_Deltaproteobacteria_BLAST,TNE87902,Unknown,Unknown,Unknown,Unknown,Deltaproteobacteria,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
136917900_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Polyangium_BLAST,136917900,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
136936194_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Polyangium_BLAST,136936194,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
AUX26347_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST,AUX26347,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
129357013_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST,129357013,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
146731582_Proteobacteria_Deltaproteobacteria_Myxococcales_No_family_Minicystis_BLAST,146731582,Proteobacteria,Deltaproteobacteria,Myxococcales,No,family,Minicystis,BLAST,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
146729290_Proteobacteria_Deltaproteobacteria_Myxococcales_No_family_Minicystis_BLAST,146729290,Proteobacteria,Deltaproteobacteria,Myxococcales,No,family,Minicystis,BLAST,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
136920852_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Polyangium_BLAST,136920852,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Polyangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
AGP38067_Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium_BLAST,AGP38067,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,BLAST,NA,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deltaproteobacteria
